slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
ALL_M_14-25_mrc2,ALL_M,inf,spline3-gscalar,spline3,scalar,anderson,mean,,1251331.2206920425,-1946164.441384085,1300515.3979334119,278250,52,True,12.828032999997959
ALL_M_14-25_mrc2,ALL_M,inf,spline3-gscalar,spline3,scalar,anderson,rand0,0.0,1251331.2208529264,-1946164.4417058527,1300515.3976116441,278250,55,True,13.334008399979211
ALL_M_14-25_mrc2,ALL_M,inf,spline3-gscalar,spline3,scalar,anderson,rand1,1.0,1251331.2214428715,-1946164.442885743,1300515.3964317539,278250,52,True,11.246524499962106
ALL_M_14-25_mrc2,ALL_M,inf,spline3-gvarying,spline3,varying,anderson,mean,,1252401.0185125002,-1948302.0370250004,1298389.470545893,278251,55,True,13.213339099893346
ALL_M_14-25_mrc2,ALL_M,inf,spline3-gvarying,spline3,varying,anderson,rand0,0.0,1252401.0178918494,-1948302.0357836988,1298389.4717871947,278251,54,True,13.034719899995252
ALL_M_14-25_mrc2,ALL_M,inf,spline3-gvarying,spline3,varying,anderson,rand1,1.0,1252401.0186547604,-1948302.0373095209,1298389.4702613726,278251,51,True,12.565573300002143
ALL_M_14-25_mrc2,ALL_M,inf,spline4-goff,spline4,off,anderson,mean,,1248502.669933079,-1940507.339866158,1306172.4994513388,278250,55,True,12.702785499976017
ALL_M_14-25_mrc2,ALL_M,inf,spline4-goff,spline4,off,anderson,rand0,0.0,1248502.6693583399,-1940507.3387166797,1306172.5006008171,278250,55,True,13.62516170006711
ALL_M_14-25_mrc2,ALL_M,inf,spline4-goff,spline4,off,anderson,rand1,1.0,1248502.6697484895,-1940507.339496979,1306172.4998205178,278250,55,True,12.924661300028674
ALL_M_14-25_mrc2,ALL_M,inf,spline4-gscalar,spline4,scalar,anderson,mean,,1251630.8298556595,-1946761.659711319,1299929.8478595745,278251,52,True,13.695665700011887
ALL_M_14-25_mrc2,ALL_M,inf,spline4-gscalar,spline4,scalar,anderson,rand0,0.0,1251630.8293517344,-1946761.6587034687,1299929.8488674248,278251,53,True,13.772811300004832
ALL_M_14-25_mrc2,ALL_M,inf,spline4-gscalar,spline4,scalar,anderson,rand1,1.0,1251630.8303099894,-1946761.6606199788,1299929.8469509147,278251,54,True,12.22667000000365
ALL_M_14-25_mrc2,ALL_M,inf,spline4-gvarying,spline4,varying,anderson,mean,,1252809.4732059538,-1949114.9464119077,1297599.8976657786,278253,54,True,14.057109900051728
ALL_M_14-25_mrc2,ALL_M,inf,spline4-gvarying,spline4,varying,anderson,rand0,0.0,1252809.4726425216,-1949114.9452850432,1297599.898792643,278253,53,True,14.829059700015932
ALL_M_14-25_mrc2,ALL_M,inf,spline4-gvarying,spline4,varying,anderson,rand1,1.0,1252809.4734859958,-1949114.9469719916,1297599.8971056947,278253,52,True,16.47142780001741
ALL_M_14-25_mrc2,ALL_M,inf,spline5-goff,spline5,off,anderson,mean,,1248575.5367015747,-1940651.0734031494,1306040.4341677441,278251,55,True,14.45887150010094
ALL_M_14-25_mrc2,ALL_M,inf,spline5-goff,spline5,off,anderson,rand0,0.0,1248575.535849092,-1940651.0716981841,1306040.4358727094,278251,55,True,14.544427299988456
ALL_M_14-25_mrc2,ALL_M,inf,spline5-goff,spline5,off,anderson,rand1,1.0,1248575.5360441583,-1940651.0720883165,1306040.435482577,278251,55,True,13.978228199994192
ALL_M_14-25_mrc2,ALL_M,inf,spline5-gscalar,spline5,scalar,anderson,mean,,1251704.9462027946,-1946907.892405589,1299795.2834187006,278252,54,True,14.214523300062865
ALL_M_14-25_mrc2,ALL_M,inf,spline5-gscalar,spline5,scalar,anderson,rand0,0.0,1251704.9457358022,-1946907.8914716044,1299795.2843526853,278252,53,True,12.535176799981855
ALL_M_14-25_mrc2,ALL_M,inf,spline5-gscalar,spline5,scalar,anderson,rand1,1.0,1251704.9464197713,-1946907.8928395426,1299795.282984747,278252,54,True,12.459250600077212
ALL_M_14-25_mrc2,ALL_M,inf,spline5-gvarying,spline5,varying,anderson,mean,,1254045.9908948676,-1951583.9817897351,1295154.198794744,278255,51,True,14.018565699923784
ALL_M_14-25_mrc2,ALL_M,inf,spline5-gvarying,spline5,varying,anderson,rand0,0.0,1254045.991263602,-1951583.9825272039,1295154.1980572753,278255,52,True,15.01684729999397
ALL_M_14-25_mrc2,ALL_M,inf,spline5-gvarying,spline5,varying,anderson,rand1,1.0,1254045.9914505482,-1951583.9829010963,1295154.1976833828,278255,51,True,14.228412800002843
ALL_M_14-25_mrc2,ALL_M,inf,spline6-goff,spline6,off,anderson,mean,,1248584.9936348137,-1940667.9872696274,1306035.1885546623,278252,55,True,13.171822100062855
ALL_M_14-25_mrc2,ALL_M,inf,spline6-goff,spline6,off,anderson,rand0,0.0,1248584.9929344424,-1940667.9858688847,1306035.189955405,278252,55,True,13.187394500011578
ALL_M_14-25_mrc2,ALL_M,inf,spline6-goff,spline6,off,anderson,rand1,1.0,1248584.993565227,-1940667.9871304538,1306035.1886938359,278252,55,True,11.545090999919921
ALL_M_14-25_mrc2,ALL_M,inf,spline6-gscalar,spline6,scalar,anderson,mean,,1251714.9386421484,-1946925.8772842968,1299788.9667933895,278253,55,True,13.680717500043102
ALL_M_14-25_mrc2,ALL_M,inf,spline6-gscalar,spline6,scalar,anderson,rand0,0.0,1251714.938216716,-1946925.876433432,1299788.9676442542,278253,53,True,12.398547400021926
ALL_M_14-25_mrc2,ALL_M,inf,spline6-gscalar,spline6,scalar,anderson,rand1,1.0,1251714.9387517294,-1946925.8775034589,1299788.9665742274,278253,54,True,12.298532399930991
ALL_M_14-25_mrc2,ALL_M,inf,spline6-gvarying,spline6,varying,anderson,mean,,1255461.2184246052,-1954410.4368492104,1292351.080242062,278257,54,True,16.027157600037754
ALL_M_14-25_mrc2,ALL_M,inf,spline6-gvarying,spline6,varying,anderson,rand0,0.0,1255461.217709317,-1954410.4354186342,1292351.0816726382,278257,50,True,15.338898799964227
ALL_M_14-25_mrc2,ALL_M,inf,spline6-gvarying,spline6,varying,anderson,rand1,1.0,1255461.2184740077,-1954410.4369480154,1292351.080143257,278257,47,True,12.690237000002526
ALL_M_14-25_mrc2,ALL_M,8,poly2-goff,poly2,off,anderson,mean,,1321104.4497679756,-2085712.8995359512,1160955.271528149,278249,118,True,26.771615899982862
ALL_M_14-25_mrc2,ALL_M,8,poly2-goff,poly2,off,anderson,rand0,0.0,1321104.6564630484,-2085713.3129260968,1160954.8581380034,278249,103,True,21.24488220002968
ALL_M_14-25_mrc2,ALL_M,8,poly2-goff,poly2,off,anderson,rand1,1.0,1321103.8119452042,-2085711.6238904083,1160956.547173692,278249,142,True,28.261231599957682
ALL_M_14-25_mrc2,ALL_M,8,poly2-gscalar,poly2,scalar,anderson,mean,,1333815.6461614412,-2111133.2923228825,1135546.5469946144,278250,118,True,28.185931600048207
ALL_M_14-25_mrc2,ALL_M,8,poly2-gscalar,poly2,scalar,anderson,rand0,0.0,1333811.5122836246,-2111125.024567249,1135554.8147502476,278250,80,True,18.448327300022356
ALL_M_14-25_mrc2,ALL_M,8,poly2-gscalar,poly2,scalar,anderson,rand1,1.0,1333815.8218843262,-2111133.6437686523,1135546.1955488445,278250,164,True,35.44656249997206
ALL_M_14-25_mrc2,ALL_M,8,poly2-gvarying,poly2,varying,anderson,mean,,1334155.43397932,-2111810.86795864,1134880.6396122533,278251,164,True,38.142310000024736
ALL_M_14-25_mrc2,ALL_M,8,poly2-gvarying,poly2,varying,anderson,rand0,0.0,1334153.9359140296,-2111807.871828059,1134883.6357428343,278251,136,True,30.295664599980228
ALL_M_14-25_mrc2,ALL_M,8,poly2-gvarying,poly2,varying,anderson,rand1,1.0,1334157.2257476111,-2111814.4514952223,1134877.0560756712,278251,166,True,37.644793699961156
ALL_M_14-25_mrc2,ALL_M,8,poly3-goff,poly3,off,anderson,mean,,1321726.558730075,-2086955.1174601498,1159724.721857347,278250,116,True,29.024332999950275
ALL_M_14-25_mrc2,ALL_M,8,poly3-goff,poly3,off,anderson,rand0,0.0,1321722.9651198937,-2086947.9302397873,1159731.9090777095,278250,123,True,29.025392800103873
ALL_M_14-25_mrc2,ALL_M,8,poly3-goff,poly3,off,anderson,rand1,1.0,1321722.4601874428,-2086946.9203748857,1159732.9189426112,278250,141,True,32.39115519996267
ALL_M_14-25_mrc2,ALL_M,8,poly3-gscalar,poly3,scalar,anderson,mean,,1334341.545383603,-2112183.090767206,1134508.4168036873,278251,162,True,37.457439100020565
ALL_M_14-25_mrc2,ALL_M,8,poly3-gscalar,poly3,scalar,anderson,rand0,0.0,1334339.4444547365,-2112178.888909473,1134512.6186614204,278251,99,True,20.284198399982415
ALL_M_14-25_mrc2,ALL_M,8,poly3-gscalar,poly3,scalar,anderson,rand1,1.0,1334344.8783196523,-2112189.7566393046,1134501.750931589,278251,149,True,32.97297670005355
ALL_M_14-25_mrc2,ALL_M,8,poly3-gvarying,poly3,varying,anderson,mean,,1335895.9880816224,-2115287.976163245,1131426.8679144415,278253,131,True,33.4020025000209
ALL_M_14-25_mrc2,ALL_M,8,poly3-gvarying,poly3,varying,anderson,rand0,0.0,1335892.8737066693,-2115281.7474133386,1131433.0966643477,278253,112,True,25.989886699942872
