slug,solver,nu,cand,basis,gamma_form,fold,train_loglik,heldout_logdens,heldout_per_cell,heldout_rmse,n_test,n_orphan,n_iter
Po10_B_14-25_mrc2,anderson,8,poly6-gscalar,poly6,scalar,0,221988.1972789818,33559.215114104074,0.9096363839781009,0.0900285804017964,36893,0,182
Po10_B_14-25_mrc2,anderson,inf,poly6-gscalar,poly6,scalar,1,205767.59784792204,28737.38817413286,0.7820335857112923,0.08956195458782844,36747,0,11
Po10_B_14-25_mrc2,anderson,8,poly6-gscalar,poly6,scalar,1,221872.5581034148,33693.06786285887,0.9168930215489393,0.09042619333447303,36747,0,169
Po10_B_14-25_mrc2,anderson,inf,poly6-gscalar,poly6,scalar,2,205897.5010240666,28658.1130617181,0.7792189097209772,0.08961738625838328,36778,0,11
Po10_B_14-25_mrc2,anderson,8,poly6-gscalar,poly6,scalar,2,222110.61470041663,33320.38348062209,0.9059868258366983,0.09050096423619224,36778,0,145
Po10_B_14-25_mrc2,anderson,inf,poly6-gscalar,poly6,scalar,3,205775.4047222486,28677.036587201932,0.7747828219058691,0.08972617718265163,37013,0,11
Po10_B_14-25_mrc2,anderson,8,poly6-gscalar,poly6,scalar,3,221942.77396071467,33465.85815917328,0.9041649733653927,0.09020164784800083,37013,0,139
Po10_B_14-25_mrc2,anderson,inf,poly6-gscalar,poly6,scalar,4,204837.3791395651,30324.141794908017,0.8191950129645302,0.08822824881247265,37017,0,11
Po10_B_14-25_mrc2,anderson,8,poly6-gscalar,poly6,scalar,4,221485.78877305024,33927.532574097306,0.9165392272225547,0.08914408706471033,37017,0,146
Po10_B_14-25_mrc2,anderson,inf,poly6-gvarying,poly6,varying,0,205717.46678425488,28949.68786130718,0.7846932442823077,0.08940368855467008,36893,0,13
Po10_B_14-25_mrc2,anderson,8,poly6-gvarying,poly6,varying,0,222050.38872637646,33554.46920654327,0.9095077441938381,0.09004612338415757,36893,0,176
Po10_B_14-25_mrc2,anderson,inf,poly6-gvarying,poly6,varying,1,205815.70319605892,28748.31904210164,0.7823310485781598,0.08953392691775364,36747,0,13
Po10_B_14-25_mrc2,anderson,8,poly6-gvarying,poly6,varying,1,221942.3207572895,33746.19335324903,0.9183387311412913,0.09032441602323818,36747,0,211
Po10_B_14-25_mrc2,anderson,inf,poly6-gvarying,poly6,varying,2,205939.5636423686,28676.81536614367,0.7797274285209547,0.0895828769184163,36778,0,13
