slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,eindhoven_marathon,NED,8,2017,2025,1066,-0.010316,0.017283,-1.847342,33,11,-0.017263,-0.005998,0.0,1.0,25.0,43.0,1.0,19.0,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,zurich_marathon,SUI,5,2019,2025,973,-0.009427,0.007428,-1.688798,32,12,-0.016357,-0.001184,0.05,0.85,19.475,42.0,2.0,24.525,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,rotterdam_marathon,NED,7,2018,2025,9300,-0.009015,0.023394,-1.615367,31,13,-0.011656,-0.005961,0.0,1.0,25.0,36.525,7.475,19.0,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,abingdon_marathon,GBR,4,2022,2025,433,-0.008449,0.008273,-1.514324,30,14,-0.012152,-0.001691,0.03,0.87,20.475,37.575,6.425,23.525,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,yorkshire_marathon,GBR,6,2019,2025,1545,-0.008149,0.011351,-1.460786,29,15,-0.013969,-0.004042,0.0,0.94,22.475,40.525,3.475,21.525,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,paris_marathon,FRA,11,2014,2025,21564,-0.007982,0.025506,-1.431111,28,16,-0.011606,-0.003393,0.01,0.91,22.0,36.0,8.0,22.0,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,valencia_marathon,ESP,9,2017,2025,8418,-0.007798,0.009516,-1.398142,27,17,-0.011372,-0.003657,0.0,0.96,23.0,35.525,8.475,21.0,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,bostonUK_marathon,GBR,5,2021,2025,430,-0.007143,0.001569,-1.281086,26,18,-0.013882,-0.001983,0.03,0.83,20.475,40.525,3.475,23.525,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,hannover_marathon,GER,6,2018,2025,647,-0.006214,0.007727,-1.115008,25,19,-0.010905,-0.001644,0.05,0.87,20.0,35.525,8.475,24.0,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,hamburg_marathon,GER,7,2018,2025,5059,-0.004658,0.012198,-0.836549,24,20,-0.007351,-0.001175,0.05,0.46,18.475,28.0,16.0,25.525,100,,tie
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,berlin_marathon,GER,11,2014,2025,23707,-0.004635,0.013517,-0.832437,23,21,-0.007119,-0.003132,0.0,0.61,22.0,28.525,15.475,22.0,100,,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,cape_town_marathon,RSA,3,2022,2024,76,-0.004462,0.009899,-0.801456,22,22,-0.020631,0.005039,0.31,0.51,11.0,43.0,1.0,33.0,100,tie,headline
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,munich_marathon,GER,7,2018,2025,1362,-0.002799,0.015225,-0.503036,21,23,-0.005345,0.00659,0.71,0.06,9.475,24.0,20.0,34.525,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,chicago_marathon,USA,11,2014,2025,60923,-0.001344,0.014296,-0.241703,20,24,-0.003041,0.000428,0.72,0.0,17.0,22.525,21.475,27.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,tokyo_marathon,JPN,9,2015,2025,11299,-0.000724,0.0044,-0.130254,19,25,-0.002573,0.001075,0.84,0.0,15.0,22.0,22.0,29.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,melbourne_marathon,AUS,11,2014,2025,5422,-0.000593,0.016323,-0.106643,18,26,-0.003501,0.008185,0.86,0.02,7.475,23.0,21.0,36.525,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,belfast_marathon,GBR,10,2014,2025,467,0.000159,0.011757,0.028546,17,27,-0.005,0.011833,0.78,0.07,6.0,25.525,18.475,38.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,oslo_marathon,NOR,8,2016,2025,1072,0.000199,0.008257,0.035816,16,28,-0.006444,0.005105,0.72,0.08,11.475,27.575,16.425,32.525,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,london_marathon,GBR,11,2014,2025,41900,0.000294,0.014775,0.052956,15,29,-0.002136,0.001897,0.94,0.0,14.0,21.0,23.0,30.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,stockholm_marathon,SWE,11,2014,2025,12425,0.002698,0.027272,0.486247,14,30,-0.003144,0.008632,0.95,0.02,8.0,21.525,22.475,36.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,copenhagen_marathon,DEN,10,2014,2025,6062,0.003835,0.028644,0.691614,13,31,0.000975,0.007247,1.0,0.0,9.0,17.0,27.0,35.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,edinburgh_marathon,GBR,10,2014,2025,2751,0.003863,0.017341,0.696768,12,32,-0.001665,0.007042,0.99,0.0,8.475,19.525,24.475,35.525,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,boston_marathon,USA,11,2014,2025,13725,0.003953,0.025954,0.712983,11,33,0.002427,0.007443,1.0,0.0,9.0,14.0,30.0,35.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,vienna_marathon,AUT,7,2018,2025,845,0.004068,0.017647,0.733652,10,34,-0.001313,0.013827,0.98,0.0,4.475,19.525,24.475,39.525,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,prague_marathon,CZE,10,2014,2025,1811,0.004236,0.019561,0.764044,9,35,-0.001538,0.014306,0.97,0.0,4.475,20.525,23.475,39.525,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,milan_marathon,ITA,4,2022,2025,1861,0.00869,0.011254,1.571081,8,36,0.004952,0.012313,1.0,0.0,5.0,11.0,33.0,39.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,rome_marathon,ITA,4,2021,2025,3137,0.009855,0.010423,1.78258,7,37,0.006607,0.013115,1.0,0.0,4.0,10.0,34.0,40.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,brighton_marathon,GBR,4,2022,2025,2286,0.010663,0.005881,1.929674,6,38,0.006922,0.015837,1.0,0.0,3.0,9.0,35.0,41.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,milton_keynes_marathon,GBR,11,2014,2025,1381,0.010677,0.015877,1.93207,5,39,0.00307,0.018579,1.0,0.0,2.0,14.0,30.0,42.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,madrid_marathon,ESP,5,2021,2025,255,0.014123,0.008702,2.560204,4,40,0.004352,0.024423,1.0,0.0,1.0,12.0,32.0,43.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,nyc_marathon,USA,11,2014,2025,99952,0.014512,0.008101,2.631225,3,41,0.013212,0.01645,1.0,0.0,2.0,5.0,39.0,42.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,sydney_marathon,AUS,4,2022,2025,5521,0.016302,0.014861,2.958418,2,42,0.011964,0.021459,1.0,0.0,1.0,5.0,39.0,43.0,100,headline,
ALL_W_14-25_mrc2,full_nu8p00,0,3,20,venice_marathon,ITA,3,2023,2025,1120,0.023054,0.009857,4.197987,1,43,0.018395,0.028905,1.0,0.0,1.0,2.0,42.0,43.0,100,headline,
