slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,chester_marathon,GBR,9,2016,2025,5416,-0.002281,0.018613,-0.410661,15,24,-0.007066,0.000427,0.96,0.14,12.475,21.0,18.0,26.525,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,munich_marathon,GER,7,2018,2025,5627,-0.001952,0.016071,-0.351392,14,25,-0.003961,0.002091,1.0,0.0,11.0,17.0,22.0,28.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,cologne_marathon,GER,6,2018,2025,6913,-0.000663,0.025565,-0.119422,13,26,-0.003239,0.002321,1.0,0.0,11.0,15.0,24.0,28.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,copenhagen_marathon,DEN,10,2014,2025,20040,0.00102,0.025159,0.183554,12,27,-0.001208,0.002948,1.0,0.0,10.475,14.0,25.0,28.525,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,vienna_marathon,AUT,7,2018,2025,3380,0.002737,0.022408,0.492596,11,28,-0.00145,0.007002,1.0,0.0,8.0,14.0,25.0,31.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,edinburgh_marathon,GBR,10,2014,2025,5192,0.005511,0.024825,0.991989,10,29,0.001147,0.008179,1.0,0.0,8.0,12.0,27.0,31.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,oslo_marathon,NOR,8,2016,2025,3906,0.005597,0.007566,1.00738,9,30,0.003411,0.009125,1.0,0.0,7.0,11.0,28.0,32.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,belfast_marathon,GBR,10,2014,2025,1276,0.006393,0.012783,1.150695,8,31,-0.000692,0.010472,1.0,0.0,6.0,13.0,26.0,33.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,madrid_marathon,ESP,5,2021,2025,1568,0.00979,0.003654,1.762262,7,32,0.006,0.013511,1.0,0.0,3.475,9.0,30.0,35.525,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,melbourne_marathon,AUS,11,2014,2025,15536,0.010755,0.013,1.935845,6,33,0.00667,0.016317,1.0,0.0,3.0,8.0,31.0,36.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,rome_marathon,ITA,5,2021,2025,17518,0.011464,0.009743,2.063581,5,34,0.009088,0.013778,1.0,0.0,4.0,7.0,32.0,35.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,milton_keynes_marathon,GBR,11,2014,2025,3613,0.013377,0.026378,2.407849,4,35,0.00476,0.017801,1.0,0.0,2.0,9.0,30.0,37.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,nyc_marathon,USA,11,2014,2025,144220,0.014719,0.014947,2.649355,3,36,0.011954,0.015684,1.0,0.0,3.0,5.525,33.475,36.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,boston_marathon,USA,11,2014,2025,21767,0.016052,0.026859,2.889273,2,37,0.015042,0.019169,1.0,0.0,1.0,3.0,36.0,38.0,100,headline,
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,lisbon_marathon,POR,5,2021,2025,203,0.023725,0.003545,4.270562,1,38,0.015239,0.036028,1.0,0.0,1.0,3.0,36.0,38.0,100,headline,
