comp_id,series_key,year,date,race_country,total_runners,total_men,total_women,dnf_count,mean_time_sec,p1_time_sec,p10_time_sec,p25_time_sec,median_time_sec,p75_time_sec,mean_time,p1_time,p10_time,p25_time,median_time,p75_time,m_top1_sec,m_top3_sec,m_top10_sec,m_top25_sec,w_top1_sec,w_top3_sec,w_top10_sec,w_top25_sec,m_top1,m_top3,m_top10,m_top25,w_top1,w_top3,w_top10,w_top25,sub3_count,sub3_pct,sub4_count,sub4_pct,bq_count,bq_pct,m_sub3_count,m_sub3_pct,m_sub4_count,m_sub4_pct,m_bq_count,m_bq_pct,w_sub3_count,w_sub3_pct,w_sub4_count,w_sub4_pct,w_bq_count,w_bq_pct
3469865511,valencia_marathon,2017,2017-11-19,ESP,16192,13731,2441,0,13797.278964920948,9489.55,11053.1,12289.75,13702.0,15143.0,03:49:57,02:38:10,03:04:13,03:24:50,03:48:22,04:12:23,7515.0,7598.0,7796.0,8413.0,8774.0,8838.0,9368.0,10480.0,02:05:15,02:06:38,02:09:56,02:20:13,02:26:14,02:27:18,02:36:08,02:54:40,1282,7.917490118577075,10404,64.25395256916995,2251,13.901926877470355,1238,9.016094967591581,9475,69.0044425023669,1926,14.026655014201442,34,1.3928717738631708,914,37.4436706267923,325,13.31421548545678
3481443548,amsterdam_marathon,2025,2025-10-19,NED,23593,17105,6164,0,14283.3512482516,9473.36,11133.2,12534.0,14112.0,15813.0,03:58:03,02:37:53,03:05:33,03:28:54,03:55:12,04:23:33,7409.0,7475.0,7638.0,8106.0,8254.0,8395.0,8868.0,9905.0,02:03:29,02:04:35,02:07:18,02:15:06,02:17:34,02:19:55,02:27:48,02:45:05,1859,7.879455770779469,13451,57.012673250540416,2855,12.101046920696817,1751,10.236772873428821,11058,64.64776381175095,2119,12.388190587547502,92,1.4925373134328357,2219,35.99935107073329,730,11.842959117456198
3487853714,singapore_marathon,2017,2017-12-03,SGP,15,8,7,8,9794.133333333333,8578.76,8641.2,8825.5,9515.0,10018.5,02:43:14,02:22:59,02:24:01,02:27:06,02:38:35,02:46:58,8574.0,8691.0,,,9506.0,9534.0,,,02:22:54,02:24:51,,,02:38:26,02:38:54,,,14,93.33333333333333,14,93.33333333333333,14,93.33333333333333,7,87.5,7,87.5,7,87.5,7,100.0,7,100.0,7,100.0
3491215129,barcelona_marathon,2024,2024-03-10,ESP,16430,12769,3648,720,14165.700547778453,9579.29,11136.9,12440.25,13977.0,15715.5,03:56:06,02:39:39,03:05:37,03:27:20,03:52:57,04:21:56,7500.0,7639.0,8365.0,8806.0,8390.0,8577.0,9911.0,10430.0,02:05:00,02:07:19,02:19:25,02:26:46,02:19:50,02:22:57,02:45:11,02:53:50,1280,7.790626902008521,9563,58.204503956177724,1802,10.967741935483872,1221,9.562221003994049,8221,64.38248884015975,1429,11.191166105411543,49,1.343201754385965,1329,36.430921052631575,373,10.224780701754387
3495222677,sydney_marathon,2023,2023-09-17,AUS,13353,9615,3693,448,16571.333333333332,10342.72,12589.0,14204.0,16208.0,18672.0,04:36:11,02:52:23,03:29:49,03:56:44,04:30:08,05:11:12,7699.0,8006.0,8807.0,9408.0,8806.0,8919.0,9286.0,10717.0,02:08:19,02:13:26,02:26:47,02:36:48,02:26:46,02:28:39,02:34:46,02:58:37,289,2.164307646221823,3709,27.77652961881225,533,3.9916123717516663,262,2.7249089963598547,3115,32.397295891835675,353,3.671346853874155,25,0.676956404007582,583,15.78662334145681,180,4.8740861088545895
3501072630,hamburg_marathon,2023,2023-04-23,GER,8635,6591,2041,0,14637.980660104227,9280.02,11543.8,13016.5,14444.0,16180.0,04:03:58,02:34:40,03:12:24,03:36:56,04:00:44,04:29:40,7449.0,7578.0,7813.0,8356.0,8409.0,8423.0,8794.0,10389.0,02:04:09,02:06:18,02:10:13,02:19:16,02:20:09,02:20:23,02:26:34,02:53:09,527,6.103068905616676,4249,49.206716850028954,1006,11.65026056745802,487,7.3888636018813525,3620,54.923380367167354,751,11.394325595509027,37,1.8128368446839782,626,30.67123958843704,255,12.493875551200393
3508183208,munich_marathon,2025,2025-10-12,GER,5192,4015,1176,0,14542.9593605547,10048.0,11727.1,12898.0,14298.5,16001.0,04:02:23,02:47:28,03:15:27,03:34:58,03:58:18,04:26:41,8308.0,9092.0,9292.0,9791.0,9093.0,9728.0,10773.0,11728.0,02:18:28,02:31:32,02:34:52,02:43:11,02:31:33,02:42:08,02:59:33,03:15:28,209,4.025423728813559,2771,53.37057010785824,376,7.24191063174114,198,4.931506849315069,2380,59.27770859277709,286,7.123287671232877,11,0.935374149659864,390,33.16326530612245,90,7.653061224489796
3510592751,melbourne_marathon,2022,2022-10-02,AUS,6251,4794,1449,103,14510.107982722764,9470.5,11253.0,12635.0,14222.0,16067.0,04:01:50,02:37:50,03:07:33,03:30:35,03:57:02,04:27:47,7752.0,8081.0,8794.0,9105.0,8855.0,8890.0,10027.0,10705.0,02:09:12,02:14:41,02:26:34,02:31:45,02:27:35,02:28:10,02:47:07,02:58:25,468,7.486802111662135,3376,54.00735882258838,687,10.990241561350183,439,9.157279933249896,2836,59.157279933249896,496,10.346266166040884,28,1.932367149758454,536,36.99102829537612,191,13.18150448585231
3524844354,cape_town_marathon,2023,2023-10-15,RSA,13325,8670,4654,0,16732.823789868668,9937.48,12575.0,14332.0,16668.0,18961.0,04:38:53,02:45:37,03:29:35,03:58:52,04:37:48,05:16:01,7888.0,7911.0,8004.0,8497.0,8657.0,8846.0,9640.0,10838.0,02:11:28,02:11:51,02:13:24,02:21:37,02:24:17,02:27:26,02:40:40,03:00:38,404,3.0318949343339585,3505,26.303939962476548,591,4.435272045028142,383,4.417531718569781,2898,33.425605536332185,442,5.098039215686274,20,0.4297378599054577,606,13.021057155135368,149,3.2015470562956594
3526863261,lisbon_marathon,2024,2024-10-06,POR,5710,4199,1511,0,15080.158493870404,10308.35,12123.0,13342.0,14813.5,16652.75,04:11:20,02:51:48,03:22:03,03:42:22,04:06:54,04:37:33,7713.0,7887.0,8804.0,9812.0,8831.0,9228.0,11317.0,11718.0,02:08:33,02:11:27,02:26:44,02:43:32,02:27:11,02:33:48,03:08:37,03:15:18,145,2.539404553415061,2542,44.518388791593694,319,5.586690017513135,138,3.2864967849487976,2110,50.25005953798524,218,5.191712312455347,7,0.4632693580410324,432,28.590337524818,101,6.684315023163467
3527299187,vienna_marathon,2018,2018-04-22,AUT,5442,4262,1179,0,15321.36144799706,10166.74,12185.1,13538.75,15132.5,16954.25,04:15:21,02:49:27,03:23:05,03:45:39,04:12:12,04:42:34,7769.0,7868.0,8217.0,9746.0,8658.0,9039.0,9881.0,11775.0,02:09:29,02:11:08,02:16:57,02:42:26,02:24:18,02:30:39,02:44:41,03:16:15,133,2.4439544285189267,2102,38.62550532892319,308,5.659683939728041,122,2.8625058657907085,1851,43.43031440638198,219,5.138432660722665,11,0.9329940627650551,250,21.20441051738762,89,7.548770144189991
3548025101,stockholm_marathon,2025,2025-05-31,SWE,18862,13464,5394,0,15476.518025660058,10169.0,12136.1,13522.25,15256.5,17282.75,04:17:57,02:49:29,03:22:16,03:45:22,04:14:16,04:48:03,7894.0,7921.0,8319.0,9013.0,9038.0,9202.0,9886.0,10571.0,02:11:34,02:12:01,02:18:39,02:30:13,02:30:38,02:33:22,02:44:46,02:56:11,598,3.1703955041883147,7294,38.670342487541085,1109,5.879546177499735,548,4.070112893642305,6018,44.696969696969695,743,5.518419489007724,46,0.8527994067482388,1272,23.5817575083426,366,6.7853170189099
3555905406,belfast_marathon,2016,2016-05-02,GBR,2173,1671,470,0,15623.98481362172,10272.8,12211.0,13616.0,15378.0,17325.0,04:20:24,02:51:13,03:23:31,03:46:56,04:16:18,04:48:45,8258.0,8374.0,9750.0,10446.0,10135.0,10297.0,11363.0,12766.0,02:17:38,02:19:34,02:42:30,02:54:06,02:48:55,02:51:37,03:09:23,03:32:46,52,2.3930050621260928,812,37.3676944316613,112,5.154164749194662,45,2.6929982046678633,696,41.651705565529625,81,4.847396768402154,5,1.0638297872340425,101,21.48936170212766,31,6.595744680851063
3567624378,itabashi_marathon,2017,2017-03-19,JPN,14304,12601,1703,628,16709.523839485457,10520.03,12561.0,14123.75,16423.0,19120.0,04:38:30,02:55:20,03:29:21,03:55:24,04:33:43,05:18:40,9144.0,9172.0,9398.0,9591.0,9993.0,10684.0,11433.0,12031.0,02:32:24,02:32:52,02:36:38,02:39:51,02:46:33,02:58:04,03:10:33,03:20:31,264,1.8456375838926176,4215,29.46728187919463,0,0.0,261,2.0712641853821125,3965,31.465756685977304,0,0.0,3,0.17615971814445097,250,14.679976512037582,0,0.0
3577203158,boston_marathon,2018,2018-04-16,USA,25750,14139,11602,0,14230.257980582524,9838.98,11110.9,12273.0,13684.0,15645.75,03:57:10,02:43:59,03:05:11,03:24:33,03:48:04,04:20:46,8158.0,8315.0,8870.0,9069.0,9594.0,9860.0,10109.0,10442.0,02:15:58,02:18:35,02:27:50,02:31:09,02:39:54,02:44:20,02:48:29,02:54:02,1809,7.025242718446602,15862,61.6,4608,17.89514563106796,1731,12.24273286653936,9749,68.95112808543745,2422,17.129924322795105,75,0.646440268919152,6105,52.62023789001896,2186,18.84157903809688
3578738892,seville_marathon,2025,2025-02-23,ESP,11079,8850,2215,605,13320.26779402473,8823.0818,10430.644,11503.5975,13116.097,14784.089,03:42:00,02:27:03,02:53:51,03:11:44,03:38:36,04:06:24,7515.052,7604.768,7644.678,7774.861,8536.483,8623.16,8870.273,9792.767,02:05:15,02:06:45,02:07:25,02:09:35,02:22:16,02:23:43,02:27:50,02:43:13,1810,16.337214550049644,7807,70.4666486144959,2955,26.672082317898727,1722,19.45762711864407,6672,75.38983050847457,2397,27.084745762711865,79,3.566591422121896,1121,50.60948081264108,558,25.191873589164786
3588241274,valencia_marathon,2024,2024-12-01,ESP,28192,21974,6177,0,13222.304696367764,8746.82,10217.0,11329.0,12978.0,14781.25,03:40:22,02:25:47,02:50:17,03:08:49,03:36:18,04:06:21,7325.0,7464.0,7499.0,7733.0,8208.0,8313.0,8625.0,9073.0,02:02:05,02:04:24,02:04:59,02:08:53,02:16:48,02:18:33,02:23:45,02:31:13,5186,18.395289443813848,19989,70.90309307604994,7949,28.195942111237233,4903,22.312733230181124,16789,76.40393191954128,6347,28.884135796850824,257,4.160595758458799,3165,51.23846527440505,1602,25.934919864011658
3588253894,milton_keynes_marathon,2025,2025-05-05,GBR,1934,1470,450,34,15014.123061013444,10005.99,11461.9,12878.0,14601.0,16836.0,04:10:14,02:46:46,03:11:02,03:34:38,04:03:21,04:40:36,9252.0,9508.0,9775.0,10052.0,10489.0,10888.0,11682.0,12134.0,02:34:12,02:38:28,02:42:55,02:47:32,02:54:49,03:01:28,03:14:42,03:22:14,107,5.532574974146845,933,48.24198552223371,234,12.099276111685626,104,7.07482993197279,805,54.761904761904766,176,11.972789115646258,2,0.4444444444444444,121,26.88888888888889,58,12.88888888888889
3595497040,chicago_marathon,2018,2018-10-07,USA,44551,23906,20637,0,16438.08367937869,10061.0,12243.0,13837.0,16049.0,18640.0,04:33:58,02:47:41,03:24:03,03:50:37,04:27:29,05:10:40,7511.0,7550.0,7721.0,8335.0,8315.0,8768.0,9383.0,9775.0,02:05:11,02:05:50,02:08:41,02:18:55,02:18:35,02:26:08,02:36:23,02:42:55,1332,2.9898318780723216,14364,32.24170052299612,3282,7.366838005880901,1209,5.057307788839622,10103,42.261356981510914,1867,7.809754873253577,119,0.5766342007074672,4253,20.608615593351747,1415,6.856616756311479
3608470639,dublin_marathon,2018,2018-10-28,IRL,16230,10667,5532,203,15363.880714725816,9866.0,11916.0,13332.25,14979.0,16977.75,04:16:04,02:44:26,03:18:36,03:42:12,04:09:39,04:42:58,8003.0,8021.0,8230.0,8781.0,9228.0,9303.0,10230.0,10702.0,02:13:23,02:13:41,02:17:10,02:26:21,02:33:48,02:35:03,02:50:30,02:58:22,702,4.325323475046211,6915,42.606284658040664,1323,8.151571164510166,666,6.243554888909721,5650,52.967094778288185,952,8.924721102465547,28,0.5061460592913956,1237,22.360809833694866,371,6.706435285610992
3621880497,london_marathon,2018,2018-04-22,GBR,40127,23588,16378,0,17429.02340070277,10115.26,12465.0,14502.0,17259.0,20037.0,04:50:29,02:48:35,03:27:45,04:01:42,04:47:39,05:33:57,7457.0,7581.0,8106.0,8792.0,8311.0,8650.0,9301.0,10598.0,02:04:17,02:06:21,02:15:06,02:26:32,02:18:31,02:24:10,02:35:01,02:56:38,1144,2.850948239340095,9729,24.245520472499813,2410,6.005931168539886,1075,4.5574020688485675,7426,31.482109547227406,1666,7.062913345769036,42,0.2564415679570155,2185,13.34106728538283,744,4.542679203809989
3624456994,manchester_marathon,2024,2024-04-14,GBR,21907,15171,6626,0,15218.176153740813,9933.06,11602.6,13099.0,14859.0,17096.5,04:13:38,02:45:33,03:13:23,03:38:19,04:07:39,04:44:56,8189.0,8317.0,8698.0,9012.0,9432.0,9812.0,10296.0,10730.0,02:16:29,02:18:37,02:24:58,02:30:12,02:37:12,02:43:32,02:51:36,02:58:50,1168,5.331629159629342,9807,44.76651298671657,1747,7.9746199844798475,1121,7.389097620460089,8167,53.832970799551774,1325,8.733768373871202,29,0.43766978569272563,1579,23.83036522789013,422,6.368849984907938
3641527144,bostonUK_marathon,2026,2026-04-12,GBR,1020,744,268,0,14106.421568627451,9922.66,10789.9,12020.75,13758.0,15842.25,03:55:06,02:45:23,02:59:50,03:20:21,03:49:18,04:24:02,9250.0,9544.0,9920.0,10173.0,10462.0,10565.0,11597.0,12571.0,02:34:10,02:39:04,02:45:20,02:49:33,02:54:22,02:56:05,03:13:17,03:29:31,104,10.196078431372548,636,62.35294117647059,185,18.137254901960784,98,13.172043010752688,535,71.90860215053763,146,19.623655913978492,4,1.4925373134328357,96,35.82089552238806,39,14.55223880597015
3656354406,brighton_marathon,2023,2023-04-02,GBR,8336,5595,2691,14,15848.958493282149,10422.45,12221.5,13681.0,15545.0,17708.25,04:24:09,02:53:42,03:23:42,03:48:01,04:19:05,04:55:08,8645.0,9401.0,9628.0,9948.0,10482.0,10714.0,11252.0,11741.0,02:24:05,02:36:41,02:40:28,02:45:48,02:54:42,02:58:34,03:07:32,03:15:41,231,2.771113243761996,2995,35.92850287907869,389,4.666506717850288,226,4.0393208221626455,2487,44.45040214477211,266,4.754244861483468,3,0.11148272017837235,487,18.097361575622443,123,4.570791527313267
3682681383,manchester_marathon,2019,2019-04-07,GBR,13380,9030,4298,0,15151.557249626308,9894.58,11443.9,12969.0,14774.5,16995.0,04:12:32,02:44:55,03:10:44,03:36:09,04:06:14,04:43:15,8494.0,8772.0,8830.0,9162.0,9319.0,9735.0,10309.0,11075.0,02:21:34,02:26:12,02:27:10,02:32:42,02:35:19,02:42:15,02:51:49,03:04:35,775,5.792227204783259,6126,45.784753363228695,1310,9.790732436472346,743,8.2281284606866,4969,55.02768549280177,988,10.941306755260245,20,0.46533271288971617,1119,26.03536528617962,322,7.491856677524431
3687986032,fukuoka_marathon,2015,2015-11-08,JPN,9360,7304,2056,608,18952.225106837606,11353.67,14292.9,16525.0,19095.5,21547.0,05:15:52,03:09:14,03:58:13,04:35:25,05:18:16,05:59:07,9143.0,9310.0,9925.0,10317.0,9772.0,10476.0,12024.0,13107.0,02:32:23,02:35:10,02:45:25,02:51:57,02:42:52,02:54:36,03:20:24,03:38:27,57,0.608974358974359,991,10.587606837606838,132,1.4102564102564104,53,0.7256297918948521,905,12.390470974808323,103,1.4101861993428257,4,0.19455252918287938,86,4.182879377431906,29,1.4105058365758756
3706715255,hannover_marathon,2025,2025-04-06,GER,3351,2608,742,0,14003.166517457475,8863.0,10689.0,12209.5,13950.0,15713.5,03:53:23,02:27:43,02:58:09,03:23:30,03:52:30,04:21:54,7589.0,7965.0,8492.0,8769.0,8662.0,8970.0,10067.0,10649.0,02:06:29,02:12:45,02:21:32,02:26:09,02:24:22,02:29:30,02:47:47,02:57:29,409,12.205311847209789,2027,60.48940614741868,702,20.948970456580128,374,14.340490797546012,1693,64.91564417177914,546,20.93558282208589,34,4.5822102425876015,333,44.878706199460915,156,21.024258760107816
3717926794,chicago_marathon,2019,2019-10-13,USA,45867,24560,21292,0,16185.223450410971,9819.64,11896.0,13537.0,15726.0,18435.0,04:29:45,02:43:40,03:18:16,03:45:37,04:22:06,05:07:15,7546.0,7553.0,7853.0,8095.0,8044.0,8455.0,9014.0,9573.0,02:05:46,02:05:53,02:10:53,02:14:55,02:14:04,02:20:55,02:30:14,02:39:33,1989,4.336451043233698,16559,36.102208559530816,4519,9.852399328493252,1778,7.239413680781759,11501,46.828175895765476,2603,10.598534201954397,206,0.9674995303400338,5044,23.689648694345294,1916,8.998684952094683
3736734110,melbourne_marathon,2019,2019-10-13,AUS,7038,5159,1879,120,15146.414322250639,9598.92,11813.0,13214.0,14859.5,16872.5,04:12:26,02:39:59,03:16:53,03:40:14,04:07:40,04:41:12,8191.0,8340.0,8599.0,8990.0,9334.0,9439.0,10645.0,11323.0,02:16:31,02:19:00,02:23:19,02:29:50,02:35:34,02:37:19,02:57:25,03:08:43,349,4.958795112247798,3067,43.57772094344984,573,8.14151747655584,335,6.493506493506493,2581,50.029075402209735,418,8.102345415778252,14,0.7450771687067589,486,25.86482171367749,155,8.249068653539117
3736919065,HK_marathon,2024,2024-01-21,HKG,11474,9428,2046,0,15676.981523444309,10078.84,12005.6,13495.0,15536.5,17815.0,04:21:17,02:47:59,03:20:06,03:44:55,04:18:56,04:56:55,7968.0,7987.0,8320.0,8934.0,8926.0,8985.0,9668.0,11097.0,02:12:48,02:13:07,02:18:40,02:28:54,02:28:46,02:29:45,02:41:08,03:04:57,469,4.087502178839115,4298,37.45860205682413,47,0.40962175352971936,449,4.762409843020789,3788,40.17819261773441,30,0.3182011030971574,20,0.9775171065493646,510,24.926686217008797,17,0.8308895405669598
3742053714,bostonUK_marathon,2025,2025-04-13,GBR,870,621,242,0,14228.267816091953,9763.96,10740.9,12036.5,13827.5,15963.5,03:57:08,02:42:44,02:59:01,03:20:36,03:50:28,04:26:04,9146.0,9265.0,9790.0,10179.0,10353.0,11235.0,11998.0,12552.0,02:32:26,02:34:25,02:43:10,02:49:39,02:52:33,03:07:15,03:19:58,03:29:12,95,10.919540229885058,519,59.6551724137931,171,19.655172413793103,92,14.814814814814813,427,68.76006441223832,132,21.256038647342994,1,0.4132231404958678,87,35.9504132231405,39,16.115702479338843
3745002527,yorkshire_marathon,2023,2023-10-15,GBR,4453,3126,1319,0,15266.129350999327,9859.52,11617.8,13145.0,14947.0,17075.0,04:14:26,02:44:20,03:13:38,03:39:05,04:09:07,04:44:35,8650.0,8794.0,9172.0,9506.0,9640.0,10342.0,10931.0,11508.0,02:24:10,02:26:34,02:32:52,02:38:26,02:40:40,02:52:22,03:02:11,03:11:48,245,5.501908825510891,1990,44.688973725578265,417,9.3644733887267,235,7.517594369801664,1670,53.42290467050543,301,9.628918746001279,8,0.6065200909780136,316,23.957543593631538,116,8.794541319181198
3747942878,eindhoven_marathon,2019,2019-10-13,NED,2423,1990,433,0,14336.599669830788,9094.5,11304.4,12641.0,14284.0,15894.5,03:58:57,02:31:34,03:08:24,03:30:41,03:58:04,04:24:54,7599.0,7631.0,8145.0,9153.0,8923.0,9733.0,11269.0,12405.0,02:06:39,02:07:11,02:15:45,02:32:33,02:28:43,02:42:13,03:07:49,03:26:45,173,7.139909203466777,1282,52.90961617829137,281,11.59719356170037,168,8.442211055276381,1146,57.58793969849246,239,12.010050251256281,5,1.1547344110854503,136,31.40877598152425,42,9.699769053117784
3765163291,stockholm_marathon,2017,2017-06-03,SWE,12569,9040,3527,0,15073.639589466147,10187.08,12091.8,13376.0,14852.0,16694.0,04:11:14,02:49:47,03:21:32,03:42:56,04:07:32,04:38:14,7896.0,7956.0,8212.0,9332.0,9345.0,9379.0,9964.0,10895.0,02:11:36,02:12:36,02:16:52,02:35:32,02:35:45,02:36:19,02:46:04,03:01:35,346,2.7528045190548176,5469,43.511814782401146,35,0.2784628848754873,323,3.573008849557522,4548,50.30973451327434,16,0.17699115044247787,22,0.6237595690388432,920,26.08449106889708,19,0.5387014459880919
3768157749,HK_marathon,2023,2023-02-12,HKG,4998,4199,798,0,15856.833333333334,10287.8,12026.4,13618.0,15829.5,18093.0,04:24:17,02:51:28,03:20:26,03:46:58,04:23:50,05:01:33,7845.0,7927.0,8862.0,9900.0,9283.0,10199.0,11372.0,11943.0,02:10:45,02:12:07,02:27:42,02:45:00,02:34:43,02:49:59,03:09:32,03:19:03,187,3.741496598639456,1766,35.334133653461386,9,0.18007202881152462,180,4.286734936889736,1547,36.84210526315789,9,0.21433674684448678,6,0.7518796992481203,218,27.31829573934837,0,0.0
3785339447,HK_marathon,2021,2021-10-24,HKG,3154,2792,362,0,16196.357958148383,10303.84,12201.3,13850.75,16236.0,18568.75,04:29:56,02:51:44,03:23:21,03:50:51,04:30:36,05:09:29,9068.0,9239.0,9575.0,10194.0,9564.0,10289.0,11501.0,12313.0,02:31:08,02:33:59,02:39:35,02:49:54,02:39:24,02:51:29,03:11:41,03:25:13,95,3.0120481927710845,1009,31.99112238427394,4,0.12682308180088775,91,3.259312320916905,926,33.166189111747855,2,0.07163323782234957,4,1.1049723756906076,83,22.92817679558011,2,0.5524861878453038
3810222378,belfast_marathon,2019,2019-05-05,GBR,3754,2682,1033,0,15172.652903569526,9910.77,11945.3,13282.75,14880.5,16900.75,04:12:53,02:45:11,03:19:05,03:41:23,04:08:00,04:41:41,8215.0,8229.0,9306.0,9720.0,9278.0,9418.0,10720.0,11597.0,02:16:55,02:17:09,02:35:06,02:42:00,02:34:38,02:36:58,02:58:40,03:13:17,144,3.835908364411295,1631,43.446989877464034,283,7.53862546616942,132,4.921700223713646,1357,50.59656972408651,200,7.457121551081284,12,1.1616650532429817,258,24.975798644724104,83,8.03484995159729
3815225840,melbourne_marathon,2023,2023-10-15,AUS,7977,6061,1900,176,14622.531904224646,9659.12,11399.0,12708.0,14259.0,16260.0,04:03:43,02:40:59,03:09:59,03:31:48,03:57:39,04:31:00,7494.0,8074.0,8494.0,8968.0,9059.0,9490.0,10205.0,10704.0,02:04:54,02:14:34,02:21:34,02:29:28,02:30:59,02:38:10,02:50:05,02:58:24,504,6.318164723580294,4186,52.47586812084744,782,9.803184154444027,478,7.886487378320409,3519,58.05972611780235,555,9.156904801187924,26,1.368421052631579,664,34.94736842105263,227,11.947368421052632
3822603761,dublin_marathon,2015,2015-10-26,IRL,12924,8791,4112,143,15408.951717734448,10170.38,12049.3,13400.0,14966.5,16910.0,04:16:49,02:49:30,03:20:49,03:43:20,04:09:26,04:41:50,8041.0,8060.0,8481.0,9236.0,9068.0,9284.0,10177.0,11139.0,02:14:01,02:14:20,02:21:21,02:33:56,02:31:08,02:34:44,02:49:37,03:05:39,409,3.164654905601981,5487,42.45589600742804,793,6.135871247291861,391,4.447730633602548,4575,52.04186099419861,579,6.586281424183825,17,0.4134241245136187,894,21.74124513618677,214,5.2042801556420235
3828059282,amsterdam_marathon,2019,2019-10-20,NED,13601,10115,3370,0,14467.296889934563,9588.0,11452.0,12800.0,14258.0,15999.0,04:01:07,02:39:48,03:10:52,03:33:20,03:57:38,04:26:39,7509.0,7518.0,7664.0,8615.0,8365.0,8461.0,9956.0,10692.0,02:05:09,02:05:18,02:07:44,02:23:35,02:19:25,02:21:01,02:45:56,02:58:12,808,5.940739651496214,7263,53.40048525843688,1364,10.028674362179252,768,7.59268413247652,6191,61.20612951062778,1060,10.479485912011864,28,0.830860534124629,1008,29.910979228486646,304,9.020771513353115
3838380702,HK_marathon,2019,2019-02-17,HKG,18861,15486,3374,31,16552.87360161179,10772.6,13063.0,14557.0,16596.0,18564.0,04:35:53,02:59:33,03:37:43,04:02:37,04:36:36,05:09:24,7759.0,7872.0,8130.0,9545.0,8771.0,9124.0,10234.0,11786.0,02:09:19,02:11:12,02:15:30,02:39:05,02:26:11,02:32:04,02:50:34,03:16:26,197,1.0444833253804147,4421,23.43990244419702,29,0.1537564286092996,182,1.1752550690946661,4055,26.184941237246544,17,0.10977657238796332,14,0.4149377593360996,365,10.81802015411974,12,0.35566093657379966
3838960869,bostonUK_marathon,2021,2021-05-31,GBR,693,509,179,0,13614.858585858587,9233.48,10353.0,11409.0,13375.0,15445.0,03:46:55,02:33:53,02:52:33,03:10:09,03:42:55,04:17:25,8565.0,8742.0,9313.0,9779.0,10079.0,10816.0,11575.0,12436.0,02:22:45,02:25:42,02:35:13,02:42:59,02:47:59,03:00:16,03:12:55,03:27:16,131,18.9033189033189,454,65.51226551226551,212,30.59163059163059,128,25.147347740667975,372,73.0844793713163,165,32.416502946954814,2,1.1173184357541899,77,43.01675977653631,47,26.256983240223462
3843409782,rome_marathon,2025,2025-03-16,ITA,21918,16174,5739,0,15318.397344648234,10269.0,12128.7,13369.25,14919.0,16940.0,04:15:18,02:51:09,03:22:09,03:42:49,04:08:39,04:42:20,7655.0,7690.0,8629.0,9370.0,8776.0,9076.0,10321.0,10947.0,02:07:35,02:08:10,02:23:49,02:36:10,02:26:16,02:31:16,02:52:01,03:02:27,596,2.7192262067706907,9344,42.631626973263984,1589,7.249749064695683,575,3.555088413503153,7908,48.89328551997033,1117,6.906145665883518,19,0.3310681303362955,1431,24.934657605854678,472,8.22442934309113
3848377281,fukuoka_marathon,2025,2025-11-09,JPN,12724,10357,2365,561,17776.91559258095,10448.0,13100.5,15152.75,17682.5,20560.0,04:56:17,02:54:08,03:38:20,04:12:33,04:54:42,05:42:40,8597.0,8719.0,9191.0,9571.0,10533.0,10645.0,11335.0,12017.0,02:23:17,02:25:19,02:33:11,02:39:31,02:55:33,02:57:25,03:08:55,03:20:17,262,2.0591009116629992,2574,20.22948758252122,584,4.589751650424395,258,2.4910688423288594,2398,23.153422805831806,485,4.6828232113546395,4,0.16913319238900634,176,7.441860465116279,99,4.186046511627907
3852059977,yorkshire_marathon,2024,2024-10-20,GBR,5335,3736,1585,0,15210.760637300844,10018.02,11690.0,13165.5,14914.0,17022.5,04:13:31,02:46:58,03:14:50,03:39:26,04:08:34,04:43:42,8679.0,8919.0,9216.0,9634.0,9551.0,10347.0,10808.0,11384.0,02:24:39,02:28:39,02:33:36,02:40:34,02:39:11,02:52:27,03:00:08,03:09:44,251,4.704779756326148,2368,44.38612933458294,438,8.209934395501406,240,6.423982869379015,2010,53.80085653104925,299,8.00321199143469,8,0.5047318611987383,351,22.145110410094638,139,8.769716088328074
3853954770,tokyo_marathon,2022,2022-03-06,JPN,18251,15041,3209,0,16473.800284915895,9352.5,11993.0,13865.0,16387.0,19147.0,04:34:34,02:35:52,03:19:53,03:51:05,04:33:07,05:19:07,7359.0,7453.0,7681.0,7780.0,8161.0,8297.0,8857.0,9993.0,02:02:39,02:04:13,02:08:01,02:09:40,02:16:01,02:18:17,02:27:37,02:46:33,851,4.662758205029862,5808,31.822913812941756,2037,11.161032272204263,794,5.278904328169669,5191,34.51233295658533,1612,10.717372515125325,56,1.7450919289498286,616,19.196011218448113,425,13.244001246494236
3860495223,madrid_marathon,2022,2022-04-24,ESP,5784,5042,738,0,14336.132952973721,9959.2,11641.3,12790.75,14178.0,15650.0,03:58:56,02:45:59,03:14:01,03:33:11,03:56:18,04:20:50,7724.0,7767.0,8043.0,9356.0,8677.0,8782.0,10678.0,12116.0,02:08:44,02:09:27,02:14:03,02:35:56,02:24:37,02:26:22,02:57:58,03:21:56,253,4.374135546334716,3199,55.307745504840945,534,9.232365145228217,239,4.740182467274891,2980,59.10353034510115,458,9.083696945656486,10,1.3550135501355014,215,29.132791327913278,76,10.29810298102981
