slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
Po10_M_14-25_mrc2,Po10_M,inf,spline5-gscalar,spline5,scalar,anderson,rand0,0.0,157286.18286159798,-250014.36572319595,63344.81239373126,32280,11,True,0.6260737999109551
Po10_M_14-25_mrc2,Po10_M,inf,spline5-gscalar,spline5,scalar,anderson,rand1,1.0,157286.1828614314,-250014.36572286283,63344.812394064385,32280,11,True,0.7301788000622764
Po10_M_14-25_mrc2,Po10_M,inf,spline5-gvarying,spline5,varying,anderson,mean,,157329.0584461711,-250094.11689234222,63294.18472699681,32283,11,True,0.7069924999959767
Po10_M_14-25_mrc2,Po10_M,inf,spline5-gvarying,spline5,varying,anderson,rand0,0.0,157329.05844486656,-250094.11688973312,63294.18472960591,32283,12,True,0.8277353999437764
Po10_M_14-25_mrc2,Po10_M,inf,spline5-gvarying,spline5,varying,anderson,rand1,1.0,157329.0584456049,-250094.1168912098,63294.18472812924,32283,13,True,0.8591722000855953
Po10_M_14-25_mrc2,Po10_M,inf,spline6-goff,spline6,off,anderson,mean,,154387.40217353054,-244216.8043470611,69142.37376986613,32280,10,True,0.5194053000304848
Po10_M_14-25_mrc2,Po10_M,inf,spline6-goff,spline6,off,anderson,rand0,0.0,154387.40217349166,-244216.80434698332,69142.3737699439,32280,10,True,0.6112349999602884
Po10_M_14-25_mrc2,Po10_M,inf,spline6-goff,spline6,off,anderson,rand1,1.0,154387.40217354317,-244216.80434708635,69142.37376984087,32280,10,True,0.5778267999412492
Po10_M_14-25_mrc2,Po10_M,inf,spline6-gscalar,spline6,scalar,anderson,mean,,157286.41066075946,-250012.82132151892,63356.06462954555,32281,11,True,0.7045293000992388
Po10_M_14-25_mrc2,Po10_M,inf,spline6-gscalar,spline6,scalar,anderson,rand0,0.0,157286.410658906,-250012.82131781202,63356.06463325245,32281,11,True,0.7146731000393629
Po10_M_14-25_mrc2,Po10_M,inf,spline6-gscalar,spline6,scalar,anderson,rand1,1.0,157286.41065869766,-250012.8213173953,63356.06463366916,32281,11,True,0.8392300000414252
Po10_M_14-25_mrc2,Po10_M,inf,spline6-gvarying,spline6,varying,anderson,mean,,157331.6684551165,-250095.33691023302,63312.38037738053,32285,11,True,1.2412991999881342
Po10_M_14-25_mrc2,Po10_M,inf,spline6-gvarying,spline6,varying,anderson,rand0,0.0,157331.66845364822,-250095.33690729644,63312.3803803171,32285,12,True,1.2236337000504136
Po10_M_14-25_mrc2,Po10_M,inf,spline6-gvarying,spline6,varying,anderson,rand1,1.0,157331.66845445876,-250095.33690891752,63312.38037869602,32285,13,True,1.2384422000031918
Po10_M_14-25_mrc2,Po10_M,8,poly2-goff,poly2,off,anderson,mean,,165938.65537601727,-267325.31075203454,46004.74386248086,32277,65,True,2.1049105999991298
Po10_M_14-25_mrc2,Po10_M,8,poly2-goff,poly2,off,anderson,rand0,0.0,165938.8285070887,-267325.6570141774,46004.39760033798,32277,134,True,3.9581008000532165
Po10_M_14-25_mrc2,Po10_M,8,poly2-goff,poly2,off,anderson,rand1,1.0,165938.71004408132,-267325.42008816265,46004.63452635275,32277,75,True,2.1215209000511095
Po10_M_14-25_mrc2,Po10_M,8,poly2-gscalar,poly2,scalar,anderson,mean,,169353.64773257598,-274153.29546515195,39186.46698350069,32278,108,True,3.314127799938433
Po10_M_14-25_mrc2,Po10_M,8,poly2-gscalar,poly2,scalar,anderson,rand0,0.0,169355.16834233413,-274156.33668466826,39183.425763984385,32278,105,True,3.109208900015801
Po10_M_14-25_mrc2,Po10_M,8,poly2-gscalar,poly2,scalar,anderson,rand1,1.0,169353.72015359823,-274153.44030719646,39186.322141456185,32278,73,True,2.0931754000484943
Po10_M_14-25_mrc2,Po10_M,8,poly2-gvarying,poly2,varying,anderson,mean,,169389.64721315252,-274223.29442630504,39126.175856484915,32279,95,True,3.4801572000142187
Po10_M_14-25_mrc2,Po10_M,8,poly2-gvarying,poly2,varying,anderson,rand0,0.0,169391.26125616982,-274226.52251233964,39122.94777045032,32279,79,True,3.938359700026922
Po10_M_14-25_mrc2,Po10_M,8,poly2-gvarying,poly2,varying,anderson,rand1,1.0,169389.71879018977,-274223.43758037954,39126.03270241042,32279,115,True,5.144028100068681
Po10_M_14-25_mrc2,Po10_M,8,poly3-goff,poly3,off,anderson,mean,,166021.3701566166,-267488.7403132332,45851.02213541942,32278,63,True,2.2009126000339165
Po10_M_14-25_mrc2,Po10_M,8,poly3-goff,poly3,off,anderson,rand0,0.0,166021.5744546924,-267489.1489093848,45850.613539267855,32278,79,True,2.2914336000103503
Po10_M_14-25_mrc2,Po10_M,8,poly3-goff,poly3,off,anderson,rand1,1.0,166021.4420840473,-267488.8841680946,45850.87828055804,32278,62,True,1.9579995000967756
Po10_M_14-25_mrc2,Po10_M,8,poly3-gscalar,poly3,scalar,anderson,mean,,169435.3582271788,-274314.7164543576,39034.75382843235,32279,72,True,3.5186861999100074
Po10_M_14-25_mrc2,Po10_M,8,poly3-gscalar,poly3,scalar,anderson,rand0,0.0,169436.95568390848,-274317.91136781697,39031.55891497299,32279,57,True,3.3491057000355795
Po10_M_14-25_mrc2,Po10_M,8,poly3-gscalar,poly3,scalar,anderson,rand1,1.0,169435.4604265297,-274314.9208530594,39034.54942973057,32279,66,True,3.0408193999901414
Po10_M_14-25_mrc2,Po10_M,8,poly3-gvarying,poly3,varying,anderson,mean,,169493.10941891844,-274426.2188378369,38942.667113227595,32281,67,True,4.159753000014462
Po10_M_14-25_mrc2,Po10_M,8,poly3-gvarying,poly3,varying,anderson,rand0,0.0,169494.82909681252,-274429.65819362504,38939.227757439425,32281,66,True,3.441305599990301
